"GLIMS_ID"	"Latitude"	"Longitude"	"Type"	"M_Basin"	"Basin"	"Sub_basin"	"Area"	"Altitude"	"Dist_gr"	"Gr_fed"	"LithologyGLiM"	"GeologyHodgesYin"	"lake_ar"	"catchm_ar"	"glacier_ar"	"glac_cov"	"dist_lg"	"deb_ar"	"deb_cov"	"no_lakes_ctchm"	"Z_min"	"Z_q25"	"Z_q50"	"Z_mean"	"Z_q75"	"Z_max"	"Z_diff"	"mean_asp_ctchm"	"mean_slp_ctchm"	"mean_slp_250m"	"mean_slp_500m"	"mean_slp_1000m"	"no_eq_tot"	"eq_dep_min"	"eq_dep_q25"	"eq_dep_q50"	"eq_dep_mean"	"eq_dep_q75"	"eq_dep_max"	"no_eq_lt50km"	"no_eq_lt100km"	"no_eq_lt150km"	"no_eq_lt200km"	"no_eq_lt250km"	"no_eq_lt300km"	"no_eq_lt350km"	"no_eq_lt400km"	"eq_mag_min"	"eq_mag_q25"	"eq_mag_q50"	"eq_mag_mean"	"eq_mag_q75"	"eq_mag_max"	"no_eq_gtM25"	"no_eq_gtM30"	"no_eq_gtM35"	"no_eq_gtM40"	"no_eq_gtM45"	"no_eq_gtM50"	"no_eq_gtM55"	"no_eq_gtM60"	"no_eq_gtM65"	"no_eq_gtM70"	"no_eq_gtM75"	"Code"	"Major_Unit"	"bio1_lake"	"bio2_lake"	"bio3_lake"	"bio4_lake"	"bio5_lake"	"bio6_lake"	"bio7_lake"	"bio8_lake"	"bio9_lake"	"bio10_lake"	"bio11_lake"	"bio12_lake"	"bio13_lake"	"bio14_lake"	"bio15_lake"	"bio16_lake"	"bio17_lake"	"bio18_lake"	"bio19_lake"	"bio1_ctchm"	"bio2_ctchm"	"bio3_ctchm"	"bio4_ctchm"	"bio5_ctchm"	"bio6_ctchm"	"bio7_ctchm"	"bio8_ctchm"	"bio9_ctchm"	"bio10_ctchm"	"bio11_ctchm"	"bio12_ctchm"	"bio13_ctchm"	"bio14_ctchm"	"bio15_ctchm"	"bio16_ctchm"	"bio17_ctchm"	"bio18_ctchm"	"bio19_ctchm"	"GLOF"	"Date"
"7108"	"GL097079E29610N"	29.61	97.079	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.086	5270	725.603210449	1	"acidPlutonics"	"Plateau"	88581	4644041	250188	0.054	666	146934	0.587	1	5271	5314	5407	5422	5513	5753	482	-1.1	0.38	0.0941791223190307	0.218582454152662	0.359311635838261	64	6	31.94	33	32.2	33	80.9	59	64	64	64	64	64	64	64	3.5	4.2	4.45	4.46	4.7	5.7	64	64	63	53	25	7	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.91	73	276	653.89	8.89	-17.71	26.6	5.69	-11.81	5.69	-11.81	783.1	147.6	7	75	436.9	21	436.9	21	-3.34	73	276.1	653.61	8.46	-18.1	26.55	5.27	-12.24	5.27	-12.24	811.4	152.7	7	74.9	454.4	21	454.4	21	0	NA
"7110"	"GL097086E29460N"	29.46	97.086	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.118	4986	90	1	"iceGlaciers"	"Plateau"	122071	12728283	7227789	0.568	2	410861	0.057	0	4986	5291	5425	5401	5526	5723	737	0.43	0.36	0.417110420107642	0.465967028858925	0.459671859184703	51	10	33	33	33.31	33	80.9	48	51	51	51	51	51	51	51	3.5	4.2	4.4	4.41	4.7	5.2	51	51	50	41	18	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.9	72	275	649.3	9.7	-16.6	26.3	6.6	-10.8	6.6	-10.8	589	107	5	71	320	16	320	16	-3.3	72	275	648.39	8.29	-17.93	26.2	5.2	-12.13	5.2	-12.13	783.9	141.1	7.2	70.6	421.6	22	421.6	22	0	NA
"7111"	"GL097088E29637N"	29.637	97.088	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.01	5362	90	1	"acidPlutonics"	"Plateau"	10350	574084	98159	0.171	2	31279	0.319	0	5361	5427	5475	5477	5532	5598	237	-1.09	0.4	0.373691241961829	0.425704627729744	0.411933875685458	66	6	29.82	33	31.88	33	80.9	61	66	66	66	66	66	66	66	3.5	4.2	4.5	4.47	4.7	5.7	66	66	65	55	26	7	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.4	74	277	654.3	8.4	-18.2	26.6	5.2	-12.3	5.2	-12.3	833	159	7	76	473	21	473	21	-3.43	74	277	654.24	8.37	-18.23	26.6	5.17	-12.33	5.17	-12.33	832.6	158.9	7	76	472.8	21	472.8	21	0	NA
"7113"	"GL097089E29360N"	29.36	97.089	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.025	4802	1440	1	"acidPlutonics"	"Gangdese Thrust"	25911	14946136	1504327	0.101	1387	138307	0.092	2	4809	5084	5231	5218	5363	5672	863	2.94	0.46	0.35452241835028	0.462209802861948	0.493125164914738	43	10	33	33	33.7	34	80.9	41	43	43	43	43	43	43	43	3.5	4.2	4.4	4.41	4.7	5.2	43	43	42	35	16	2	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.3	71	274	645.8	10.1	-16	26.1	7.1	-10.2	7.1	-10.2	927	162	9	68	485	27	485	27	-2.45	71.5	274.5	645.78	8.99	-17.06	26.05	6	-11.28	6	-11.28	924.7	162.7	9	68.6	487.1	27.3	487.1	27.3	0	NA
"7114"	"GL097090E29422N"	29.422	97.09	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.046	5123	636.396118164	1	"iceGlaciers"	"Gangdese Thrust"	46933	8130333	3305517	0.407	476	438453	0.133	2	5117	5283	5382	5382	5481	5691	574	1.55	0.34	0.258372927293516	0.288876420944448	0.315802418254776	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	39	18	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.4	72	275	647.8	9.1	-17.1	26.2	6.1	-11.3	6.1	-11.3	778	140	7	70	418	21	418	21	-3.18	72	275	647.34	8.32	-17.79	26.12	5.31	-12.01	5.31	-12.01	884.6	158.2	8.3	70.1	472.6	25	472.6	25	0	NA
"7115"	"GL097090E29431N"	29.431	97.09	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.024	5262	90	1	"acidPlutonics"	"Gangdese Thrust"	24723	1577917	464053	0.294	48	65064	0.14	0	5267	5366	5453	5452	5534	5692	425	2.17	0.43	0.383141305385652	0.456185998418942	0.445541632427574	50	10	33	33	33.32	33	80.9	47	50	50	50	50	50	50	50	3.5	4.2	4.4	4.41	4.7	5.2	50	50	49	40	18	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-3.1	72	275	647.5	8.4	-17.7	26.1	5.4	-11.9	5.4	-11.9	838	151	8	70	450	24	450	24	-3.37	72	275	647.59	8.14	-17.97	26.15	5.13	-12.17	5.13	-12.17	857.7	154.9	7.9	70.6	461.6	23.9	461.6	23.9	0	NA
"7116"	"GL097092E29392N"	29.392	97.092	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.037	5131	540	1	"acidPlutonics"	"Gangdese Thrust"	38104	3806463	1298732	0.341	379	82188	0.063	0	5133	5282	5382	5375	5469	5674	541	2.17	0.37	0.313798910275157	0.403965476716716	0.408587070702799	45	10	33	33	34.38	35	80.9	42	45	45	45	45	45	45	45	3.5	4.2	4.4	4.4	4.7	5.2	45	45	44	36	16	2	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.53	72	274.7	646.53	8.96	-17.13	26.1	5.96	-11.34	5.96	-11.34	921.2	163.7	9	69	489.6	27	489.6	27	-3.05	72	275	646.37	8.43	-17.65	26.1	5.41	-11.87	5.41	-11.87	940.4	167	9	69.4	499.5	27	499.5	27	0	NA
"7119"	"GL097097E29422N"	29.422	97.097	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.016	5055	742.158996582	1	"iceGlaciers"	"Gangdese Thrust"	16062	13654306	6100404	0.447	688	642570	0.105	3	5052	5270	5369	5363	5471	5692	640	0.75	0.34	0.195832533132355	0.30529560666431	0.372666232582142	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	39	18	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.1	72	274	647.9	9.4	-16.7	26.2	6.4	-10.9	6.4	-10.9	725	131	7	70	390	21	390	21	-3.12	72	274.9	647.16	8.38	-17.73	26.12	5.37	-11.94	5.37	-11.94	862.3	154.5	8.1	70.2	461.6	24.4	461.6	24.4	0	NA
"7120"	"GL097099E29503N"	29.503	97.099	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.03	5312	180	1	"iceGlaciers"	"Plateau"	31122	1493278	525958	0.352	1	102978	0.196	1	5312	5362	5460	5466	5549	5758	446	0.95	0.39	0.26807555207314	0.389466125276971	0.396817494059521	56	10	33	33	33.39	33.5	80.9	51	56	56	56	56	56	56	56	3.5	4.18	4.4	4.39	4.7	5.2	56	56	55	44	19	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.39	73	276	650.09	8.21	-18.09	26.3	5.11	-12.29	5.11	-12.29	659.2	122.5	5.7	73	365.8	17.1	365.8	17.1	-3.45	72.8	276	650.06	8.15	-18.14	26.3	5.06	-12.33	5.06	-12.33	687.8	127.7	6	72.9	381.2	18.1	381.2	18.1	0	NA
"7121"	"GL097102E29424N"	29.424	97.102	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.014	5023	603.738342285	1	"iceGlaciers"	"Gangdese Thrust"	14342	3647052	1809491	0.496	476	69303	0.038	0	5025	5282	5406	5373	5481	5619	594	-1.18	0.39	0.323517621294677	0.39317763210176	0.481880141853033	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	39	18	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.4	72	275	647.6	9.1	-17	26.2	6.1	-11.2	6.1	-11.2	725	131	7	71	391	21	391	21	-3.14	72	275	646.83	8.36	-17.73	26.12	5.35	-11.95	5.35	-11.95	811	146.2	7.7	70.5	436.7	23.1	436.7	23.1	0	NA
"7124"	"GL097111E28900N"	28.9	97.111	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.013	4390	1083.74353027	0	"acidPlutonics"	"Plateau"	13412	1309899	287657	0.22	1492	81563	0.284	0	4363	4587	4705	4792	4866	5485	1122	-0.78	0.57	0.512122991086982	0.529682604921641	0.580584230193585	20	15.08	32.25	33	34	35	66.57	19	20	20	20	20	20	20	20	3.5	4.15	4.6	4.42	4.7	5	20	20	19	15	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.6	69	277	622.9	11.3	-13.6	24.9	8.7	-8	8.7	-8	797.8	122.9	10	60	363.5	31	363.5	31	-0.09	69	277.4	622.32	10.57	-14.31	24.87	7.96	-8.69	7.96	-8.69	880.5	135.2	11.1	60.4	400.9	33.9	400.9	33.9	0	NA
"7127"	"GL097113E29383N"	29.383	97.113	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.058	5013	524.785644531	1	"acidPlutonics"	"Gangdese Thrust"	60194	4971380	1738859	0.35	379	190426	0.11	1	5014	5160	5272	5267	5369	5600	586	1.83	0.39	0.333878182984611	0.435498153833925	0.429381396549721	46	10	33	33	33.85	34.5	80.9	43	46	46	46	46	46	46	46	3.5	4.2	4.4	4.41	4.7	5.2	46	46	45	37	17	2	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.13	72	275	646.06	9.29	-16.73	26.1	6.37	-10.93	6.37	-10.93	736.8	130.9	7.1	69	390.7	22.3	390.7	22.3	-2.59	71.9	274.8	646.24	8.87	-17.2	26.08	5.87	-11.42	5.87	-11.42	837.3	149	8.2	69.4	445.8	24.9	445.8	24.9	0	NA
"7128"	"GL097122E28893N"	28.893	97.122	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.02	4302	829.758972168	1	"acidPlutonics"	"Plateau"	20130	8897445	3213971	0.361	696	621833	0.193	0	4276	4624	4831	4853	5095	5492	1216	1.1	0.54	0.335383423486569	0.400093580253963	0.463412557261695	20	15.08	32.25	33	34	35	66.57	19	20	20	20	20	20	20	20	3.5	4.15	4.6	4.42	4.7	5	20	20	19	15	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	1.1	69	277	622.7	11.7	-13.2	24.9	9.1	-7.6	9.1	-7.6	771	118	10	60	350	31	350	31	-0.3	69	277.7	622.03	10.36	-14.51	24.85	7.72	-8.89	7.72	-8.89	922.5	140.8	11.6	60.6	419.6	35.5	419.6	35.5	0	NA
"7131"	"GL097126E29257N"	29.257	97.126	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.036	4920	685.419555664	1	"siliciclasticSeds"	"Plateau"	36669	3095152	765703	0.247	587	19917	0.026	2	4910	5045	5123	5126	5216	5355	445	-1	0.36	0.286597669911128	0.373292563322983	0.383775315112919	31	10	31.5	33	35.3	43.89	80.9	29	31	31	31	31	31	31	31	3.5	4.05	4.4	4.33	4.65	4.9	31	31	30	23	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-1.7	71	274	640.9	9.6	-16.2	25.8	6.7	-10.5	6.7	-10.5	935	161	10	66	478.9	30	478.9	30	-1.97	71	274	640.76	9.32	-16.48	25.76	6.4	-10.75	6.4	-10.75	910.9	156.7	9.6	66.2	466.4	29	466.4	29	0	NA
"7134"	"GL097131E28952N"	28.952	97.131	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.058	4666	576.281188965	1	"siliciclasticSeds"	"Plateau"	59597	1551713	364470	0.235	820	29273	0.08	0	4668	4760	4891	4932	5093	5394	726	2.76	0.45	0.400509648435888	0.48434411276488	0.472036800363114	22	15.08	33	33	36.08	35	80.9	20	22	22	22	22	22	22	22	3.5	4.05	4.55	4.4	4.7	5	22	22	21	16	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.5	69	276	626.5	11.3	-13.8	25.1	8.6	-8.1	8.6	-8.1	972	150	12	61	450	36	450	36	0.31	69	276.1	626.52	11.08	-13.99	25.09	8.41	-8.33	8.41	-8.33	991.5	153.3	12.3	61	458.8	36.9	458.8	36.9	0	NA
"7135"	"GL097131E29255N"	29.255	97.131	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.014	5030	509.116882324	1	"siliciclasticSeds"	"Plateau"	14179	1195727	169436	0.142	422	16654	0.098	0	5027	5092	5152	5159	5221	5354	327	-2.3	0.36	0.23402223092623	0.384967098811731	0.371408596934296	30	10	30.75	33	35.38	44.28	80.9	28	30	30	30	30	30	30	30	3.5	4.12	4.4	4.35	4.68	4.9	30	30	29	23	11	0	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.7	71	274	640.9	9.6	-16.2	25.8	6.7	-10.5	6.7	-10.5	935	161	10	66	479	30	479	30	-2.05	71	274	640.91	9.24	-16.55	25.75	6.33	-10.84	6.33	-10.84	867.5	149.9	9.1	66.6	445.6	27.6	445.6	27.6	0	NA
"7136"	"GL097136E28910N"	28.91	97.136	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.019	4688	725.603210449	1	"acidPlutonics"	"Plateau"	19992	1697504	273480	0.161	602	32717	0.12	0	4689	4794	4915	4929	5063	5260	571	1.86	0.5	0.381412062635057	0.473305803235659	0.520914045552523	20	15.08	32.25	33	34	35	66.57	19	20	20	20	20	20	20	20	3.5	4.15	4.6	4.42	4.7	5	20	20	19	15	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.7	69	277	623.6	11.4	-13.6	25	8.7	-7.9	8.7	-7.9	805	123	10	61	368	31	368	31	1.19	69	276.9	623.8	11.84	-13.15	24.99	9.2	-7.47	9.2	-7.47	770.8	117.8	10	60.4	351.6	31	351.6	31	0	NA
"7138"	"GL097145E29017N"	29.017	97.145	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.014	4504	636.396118164	1	"acidPlutonics"	"Plateau"	14579	3088593	884810	0.286	441	225865	0.255	0	4502	4658	4785	4798	4951	5166	664	-1.19	0.49	0.241273569791646	0.354960413151956	0.442355550056011	25	15.08	33	33	36.58	35	80.9	23	25	25	25	25	25	25	25	3.5	4.2	4.5	4.42	4.7	5	25	25	24	19	12	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.63	69	275	630.33	11.46	-13.81	25.27	8.76	-8.14	8.76	-8.14	953.1	150.1	12	60.3	443.4	37	443.4	37	-0.23	69	275.2	629.53	10.63	-14.58	25.19	7.91	-8.93	7.91	-8.93	1007.5	158	12.4	61.1	471.2	37.8	471.2	37.8	0	NA
"7141"	"GL097157E29085N"	29.085	97.157	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.077	4184	90	1	"acidPlutonics"	"Plateau"	78916	27239184	20679127	0.759	0	2017722	0.098	0	4185	4662	4999	4978	5276	6116	1931	1.24	0.36	0.278905158397815	0.31848888561732	0.395799144138732	27	15.08	33	33	36.62	38.95	80.9	25	27	27	27	27	27	27	27	3.5	4.15	4.4	4.4	4.7	5	27	27	26	21	12	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	1.55	70	274	634.91	12.54	-12.95	25.5	9.75	-7.26	9.75	-7.26	656.4	108.2	7	64	320.6	21.1	320.6	21.1	-1.73	70	275.1	633.22	9.27	-16.08	25.35	6.5	-10.41	6.5	-10.41	835.9	135.8	9	63.5	403.7	27.4	403.7	27.4	0	NA
"7144"	"GL097163E29461N"	29.461	97.163	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.079	5056	127.279220581	1	"acidPlutonics"	"Plateau"	81671	8903548	2168548	0.244	20	95034	0.044	0	5062	5258	5346	5347	5443	5664	602	-1.78	0.35	0.347931336845633	0.353782610100403	0.383993208006979	57	6	25.7	33	31.76	33	80.9	53	57	57	57	57	57	57	57	3.5	4.2	4.4	4.45	4.7	5.7	57	57	56	46	22	6	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.1	72	275	649	9.5	-16.8	26.3	6.4	-11	6.4	-11	799	150	7	73	449	22	449	22	-3	72	275.6	648.54	8.6	-17.65	26.24	5.5	-11.84	5.5	-11.84	824.8	155.7	7.3	73.9	465.7	22.2	465.7	22.2	0	NA
"7149"	"GL097196E28965N"	28.965	97.196	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.108	4337	2526.42041016	1	"acidPlutonics"	"Plateau"	111221	11161674	625023	0.056	2507	148513	0.238	0	4341	4557	4660	4661	4765	5137	796	1.74	0.4	0.293384209580264	0.441556632717899	0.454892687042527	23	15.08	33	33	36.38	35	80.9	21	23	23	23	23	23	23	23	3.5	4.1	4.5	4.4	4.7	5	23	23	22	17	11	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	1.2	69	275	627.8	12	-13.1	25.1	9.3	-7.5	9.3	-7.5	834	135	9	64	396	27	396	27	0.18	69	275.6	627.62	10.96	-14.13	25.1	8.28	-8.5	8.28	-8.5	929.9	146.6	10.7	62.4	436.2	32.4	436.2	32.4	0	NA
"7155"	"GL097228E28791N"	28.791	97.228	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.063	4194	1890	1	"acidPlutonics"	"Plateau"	64795	11838398	1336211	0.113	1830	115248	0.086	2	4198	4498	4700	4705	4890	5375	1177	0.97	0.51	0.441785242999939	0.551381934644223	0.525099954639283	20	15.08	32.25	33	33.9	34.78	66.57	19	20	20	20	20	20	20	20	3.5	4	4.55	4.39	4.7	5	20	20	19	14	10	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	1.6	69	278	617.06	12.02	-12.6	24.62	9.5	-7	9.5	-7	846.2	131.5	10	62	385.7	30	385.7	30	0.63	69	278.7	616.72	11.12	-13.48	24.62	8.56	-7.9	8.56	-7.9	994.6	152.4	12.2	61.2	449.8	37.4	449.8	37.4	0	NA
"7161"	"GL097249E29275N"	29.275	97.249	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.036	4973	450	1	"Metamorphics"	"Gangdese Thrust"	36689	5206673	1741827	0.335	270	84445	0.048	1	4975	5163	5340	5317	5453	5723	748	-0.75	0.43	0.315939225237668	0.380704654901206	0.487385087610904	31	10	19.15	33	32.49	43.78	80.9	29	31	31	31	31	31	31	31	3.5	4.2	4.4	4.4	4.7	5.1	31	31	30	26	12	1	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.1	71	274	641.93	10.2	-15.63	25.82	7.27	-9.93	7.27	-9.93	711.3	126.9	7	69	380.3	22	380.3	22	-1.65	71	274.4	641.12	9.65	-16.14	25.79	6.73	-10.43	6.73	-10.43	794.5	141.9	7.9	68.9	424.6	24.6	424.6	24.6	0	NA
"7163"	"GL097260E29470N"	29.47	97.26	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.015	5171	360	1	"iceGlaciers"	"Plateau"	15628	1746828	1342289	0.768	282	69814	0.052	0	5164	5266	5337	5333	5399	5528	364	-0.27	0.3	0.124305688046359	0.183317667558578	0.224744275517153	62	6	18.27	33	30.57	33	80.9	57	62	62	62	62	62	62	62	3.5	4.2	4.45	4.45	4.7	5.7	62	62	61	50	24	5	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.3	73	276	648.6	9.3	-16.9	26.3	6.2	-11.1	6.2	-11.1	739	150	6	79	446	18	446	18	-2.76	72.1	276	647.89	8.84	-17.36	26.22	5.74	-11.57	5.74	-11.57	757.3	152.8	6	78.6	454	18.4	454	18.4	0	NA
"7164"	"GL097261E28940N"	28.94	97.261	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.989	4412	1087.47412109	1	"acidPlutonics"	"Plateau"	1020025	9516006	644077	0.068	989	280110	0.435	0	4417	4530	4719	4730	4895	5299	882	-2.22	0.43	0.459643741564821	0.488382014655291	0.47541131547071	21	15.08	33	33	36.9	35	80.9	19	21	21	21	21	21	21	21	3.5	4	4.4	4.37	4.6	5	21	21	20	15	9	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.67	69	275.6	626.17	11.43	-13.58	25	8.77	-7.98	8.77	-7.98	998	155.4	12	61.7	463.6	36.9	463.6	36.9	0.25	69	275.7	626.2	11.03	-13.99	25	8.34	-8.39	8.34	-8.39	1003.8	156.4	12	61.9	467	36.9	467	36.9	0	NA
"7166"	"GL097266E29280N"	29.28	97.266	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.017	5084	484.664825439	1	"iceGlaciers"	"Gangdese Thrust"	17820	1148320	106043	0.092	363	85805	0.809	0	5113	5172	5263	5265	5345	5504	391	-0.06	0.46	0.36529271830002	0.458280724731318	0.474729639228937	31	10	19.15	33	32.49	43.78	80.9	29	31	31	31	31	31	31	31	3.5	4.2	4.4	4.4	4.7	5.1	31	31	30	26	12	1	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.8	71	275	641.7	9.5	-16.3	25.8	6.5	-10.6	6.5	-10.6	734	132	7	69	392	22	392	22	-1.88	71	274.8	641.59	9.47	-16.35	25.8	6.47	-10.65	6.47	-10.65	721.9	129.8	7	69	386.3	22	386.3	22	0	NA
"7167"	"GL097267E29470N"	29.47	97.267	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.085	5133	402.492248535	1	"iceGlaciers"	"Plateau"	87645	3418203	1447567	0.423	257	74917	0.052	1	5131	5209	5303	5298	5375	5525	394	0.12	0.33	0.239893165358031	0.296175305559914	0.316130392673624	62	6	18.27	33	30.57	33	80.9	57	62	62	62	62	62	62	62	3.5	4.2	4.45	4.45	4.7	5.7	62	62	61	50	24	5	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.3	73	276	648.55	9.3	-16.95	26.3	6.2	-11.15	6.2	-11.15	733.4	149.5	6	79.5	444.1	18	444.1	18	-2.61	72.5	276	648.18	9	-17.24	26.25	5.88	-11.44	5.88	-11.44	749.8	152	6	79	451.6	18.1	451.6	18.1	0	NA
"7169"	"GL097271E29443N"	29.443	97.271	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.017	5084	270	1	"mixedSeds"	"Plateau"	17474	2865002	808564	0.282	147	43459	0.054	2	5081	5194	5253	5251	5304	5509	428	0.14	0.28	0.232256746673335	0.252180783245448	0.248014013835942	57	6	17.4	33	30.42	33	80.9	53	57	57	57	57	57	57	57	3.5	4.2	4.5	4.48	4.7	5.7	57	57	56	48	24	5	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-1.8	72	276	647.6	9.7	-16.5	26.2	6.6	-10.7	6.6	-10.7	761	153	6	78	455	18	455	18	-2.41	72	276	647.2	9.15	-17.05	26.19	6.05	-11.25	6.05	-11.25	798.1	159.2	6.7	77.6	473.7	20.3	473.7	20.3	0	NA
"7174"	"GL097279E29274N"	29.274	97.279	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.076	4879	127.279220581	1	"acidPlutonics"	"Gangdese Thrust"	78664	8964060	4415380	0.493	0	364558	0.083	2	4880	5109	5236	5235	5351	5721	841	0.06	0.38	0.365437103837716	0.3882426143395	0.421692968526726	31	10	19.15	33	32.49	43.78	80.9	29	31	31	31	31	31	31	31	3.5	4.2	4.4	4.4	4.7	5.1	31	31	30	26	12	1	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.36	71	274.7	641.58	9.94	-15.86	25.83	7.04	-10.16	7.04	-10.16	619	112.3	6	70	336.1	19	336.1	19	-2.19	71	274.8	640.7	9.13	-16.64	25.78	6.19	-10.94	6.19	-10.94	731.3	132.1	7.2	69.3	394.4	22.3	394.4	22.3	0	NA
"7180"	"GL097285E28919N"	28.919	97.285	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.071	4531	270	1	"acidPlutonics"	"Plateau"	73627	6867666	2400023	0.349	161	348817	0.145	1	4533	4768	4895	4899	5038	5305	772	-2.28	0.41	0.376304534977968	0.40233805617033	0.416780355969274	19	15.08	33	33	37.31	38.95	80.9	17	19	19	19	19	19	19	19	3.5	4.1	4.4	4.39	4.65	5	19	19	18	14	8	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.3	69	276	625.1	11.1	-13.9	25	8.4	-8.3	8.4	-8.3	1056	163	13	61	487	40	487	40	-0.57	69	276.1	624.49	10.2	-14.75	24.93	7.51	-9.16	7.51	-9.16	1039.5	160.7	12.6	61.6	480.2	38.5	480.2	38.5	0	NA
"7184"	"GL097295E28914N"	28.914	97.295	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.061	4826	0	1	"acidPlutonics"	"Plateau"	63231	1845267	1529196	0.829	0	153151	0.1	0	4818	4938	5044	5040	5132	5305	487	-0.06	0.31	0.230127931932999	0.252911468440408	0.278544962285435	18	15.08	33	33	37.46	40.92	80.9	16	18	18	18	18	18	18	18	3.5	4.2	4.45	4.42	4.68	5	18	18	17	14	8	0	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-0.8	69	276	624	10	-14.9	24.9	7.3	-9.3	7.3	-9.3	1053	163	13	62	487	39	487	39	-0.92	69	276.4	623.64	9.86	-15.05	24.9	7.18	-9.45	7.18	-9.45	1026	158	12.6	61.5	472.3	38.2	472.3	38.2	0	NA
